children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,debt
0,339332.57674133085,62,среднее,1,женат / замужем,0,F,0
1,-7719.501326783305,41,среднее,1,женат / замужем,0,F,0
0,-1440.3362709855217,29,высшее,0,Не женат / не замужем,4,M,0
1,-1187.7208817068206,46,среднее,1,женат / замужем,0,M,0
0,-2095.473352175637,49,высшее,0,женат / замужем,0,F,0
0,-1636.4820761791211,37,высшее,0,женат / замужем,0,M,0
0,365882.5885285432,67,среднее,1,гражданский брак,1,F,0
0,-1654.8125668617583,41,Среднее,1,женат / замужем,0,F,0
0,-1934.1832182607736,32,высшее,0,женат / замужем,0,F,0
0,375533.1379554208,61,среднее,1,женат / замужем,0,M,0
1,-1222.5611356272618,42,среднее,1,гражданский брак,1,M,0
0,-3366.2260559882952,65,среднее,1,вдовец / вдова,2,F,0
1,-744.0162668813696,23,СРЕДНЕЕ,1,гражданский брак,1,M,1
3,-1626.6382634498966,34,высшее,0,женат / замужем,0,M,0
0,-2463.425869198662,32,среднее,1,женат / замужем,0,M,0
1,,43,среднее,1,женат / замужем,0,M,0
0,-724.3364626990295,34,неоконченное высшее,2,Не женат / не замужем,4,F,0
0,-267.57028264047824,43,среднее,1,гражданский брак,1,F,0
0,-3507.818774973721,41,среднее,1,женат / замужем,0,M,0
1,-1018.9063682456932,29,среднее,1,женат / замужем,0,F,0
0,-327.3998261776128,24,среднее,1,Не женат / не замужем,4,F,0
0,-2170.0309115017653,28,высшее,0,Не женат / не замужем,4,F,0
0,-4890.341296119928,40,неоконченное высшее,2,женат / замужем,0,F,0
1,-2577.664662360126,39,высшее,0,женат / замужем,0,M,1
0,-2091.1729354836634,24,среднее,1,женат / замужем,0,F,0
0,-5538.96373102039,35,начальное,3,гражданский брак,1,M,1
0,373849.6971411518,65,среднее,1,гражданский брак,1,F,0
0,-5747.281513056229,49,среднее,1,женат / замужем,0,F,0
0,379128.3664462002,59,среднее,1,женат / замужем,0,F,0
2,-2204.5522548764047,44,неоконченное высшее,2,женат / замужем,0,M,0
0,-559.6142906567549,48,высшее,0,вдовец / вдова,2,F,0
0,-2319.5124405486845,48,среднее,1,женат / замужем,0,F,0
0,-3415.8941924170517,48,среднее,1,женат / замужем,0,M,0
0,-2562.1434934438785,45,среднее,1,женат / замужем,0,F,0
0,-2648.051579346519,55,среднее,1,гражданский брак,1,F,0
0,360640.2050044418,61,среднее,1,гражданский брак,1,M,0
0,-5453.539734031105,65,СРЕДНЕЕ,1,женат / замужем,0,M,0
0,-8507.224076666334,47,среднее,1,женат / замужем,0,F,0
1,-2706.976924487932,32,начальное,3,в разводе,3,F,1
0,,71,СРЕДНЕЕ,1,гражданский брак,1,F,0
0,-3320.931402965177,33,среднее,1,женат / замужем,0,F,1
2,-455.0654708051802,42,среднее,1,гражданский брак,1,F,1
1,-880.7809115185531,33,высшее,0,женат / замужем,0,F,0
0,-2793.328819031193,48,среднее,1,женат / замужем,0,F,0
0,-1101.6075522066562,50,высшее,0,гражданский брак,1,F,0
1,-1889.8535718796577,32,среднее,1,гражданский брак,1,M,0
0,-2270.795655512905,45,среднее,1,женат / замужем,0,M,0
0,-2321.689312440738,23,неоконченное высшее,2,Не женат / не замужем,4,F,0
0,,34,среднее,1,Не женат / не замужем,4,F,0
1,-2382.047047314797,39,высшее,0,женат / замужем,0,F,0
2,-2169.312880287869,35,среднее,1,женат / замужем,0,M,0
0,-476.5126231370402,25,высшее,0,гражданский брак,1,F,0
0,-8871.965225296835,44,среднее,1,Не женат / не замужем,4,M,0
0,-2315.370850014556,42,среднее,1,гражданский брак,1,M,0
0,336907.3856194233,66,среднее,1,гражданский брак,1,M,0
0,-3212.209969636765,44,среднее,1,гражданский брак,1,F,0
1,,28,высшее,0,Не женат / не замужем,4,F,0
0,-812.9832322036139,29,среднее,1,женат / замужем,0,M,0
0,-200.8065142451488,28,неоконченное высшее,2,Не женат / не замужем,4,M,1
0,-513.9485663881388,32,среднее,1,Не женат / не замужем,4,M,1
0,380698.5337876564,58,высшее,0,в разводе,3,F,0
0,-1533.7664873164997,45,высшее,0,женат / замужем,0,F,0
1,-4886.438944672107,30,среднее,1,гражданский брак,1,M,0
0,356308.66970803874,70,среднее,1,женат / замужем,0,M,0
0,-2792.786167432701,39,среднее,1,Не женат / не замужем,4,F,0
0,-3106.8701219465725,43,высшее,0,женат / замужем,0,F,0
0,-345.181307929462,22,высшее,0,женат / замужем,0,F,0
0,377899.0766756917,64,высшее,0,вдовец / вдова,2,F,0
3,-4677.803335108703,42,высшее,0,женат / замужем,0,M,0
1,-1960.26285280798,37,среднее,1,гражданский брак,1,F,0
0,-2701.985633402182,31,ВЫСШЕЕ,0,женат / замужем,0,F,0
2,-4245.519791553972,30,среднее,1,женат / замужем,0,F,0
1,-3901.704097952944,33,Среднее,1,женат / замужем,0,F,0
0,375970.0620819475,61,среднее,1,женат / замужем,0,F,0
2,,26,среднее,1,женат / замужем,0,M,0
0,-193.1517850817664,30,среднее,1,Не женат / не замужем,4,M,1
1,-3215.4323789094965,30,среднее,1,в разводе,3,M,0
0,-4459.86702910143,46,среднее,1,женат / замужем,0,F,0
0,-530.1073475065509,62,среднее,1,женат / замужем,0,F,0
0,-598.7496484841596,32,среднее,1,Не женат / не замужем,4,M,0
1,,36,среднее,1,женат / замужем,0,F,0
4,-1957.2027059000693,29,среднее,1,женат / замужем,0,M,0
0,-2147.212460082774,58,среднее,1,женат / замужем,0,M,0
1,-1135.3552229617362,46,среднее,1,гражданский брак,1,M,0
1,-993.9395991326963,30,среднее,1,женат / замужем,0,F,0
0,-187.71522241755628,29,среднее,1,Не женат / не замужем,4,M,0
0,-1408.3944360006424,30,среднее,1,Не женат / не замужем,4,F,0
0,376059.4101814423,53,среднее,1,женат / замужем,0,F,0
0,-327.68591621478964,29,высшее,0,женат / замужем,0,M,0
0,-5472.142679984643,42,высшее,0,женат / замужем,0,F,0
1,-1790.1852146032463,28,высшее,0,женат / замужем,0,F,0
0,,39,среднее,1,женат / замужем,0,F,0
1,-1411.2103373622529,30,высшее,0,женат / замужем,0,M,0
0,-950.5766388824836,20,Среднее,1,Не женат / не замужем,4,M,0
0,-169.32962794815174,52,среднее,1,гражданский брак,1,F,0
0,371943.23486034974,58,Среднее,1,вдовец / вдова,2,F,0
0,-227.79096514701985,58,среднее,1,гражданский брак,1,M,0
0,-120.39525704526982,55,высшее,0,вдовец / вдова,2,M,1
2,-1733.15259746971,37,среднее,1,женат / замужем,0,M,1
0,-3048.9890852682897,59,среднее,1,гражданский брак,1,F,0
1,,45,среднее,1,в разводе,3,F,0
0,368955.7007924426,63,высшее,0,гражданский брак,1,F,0
0,-3316.2889329237914,51,высшее,0,женат / замужем,0,F,0
1,-1971.7280485233596,49,Среднее,1,Не женат / не замужем,4,F,0
0,-2090.8687055441,50,высшее,0,в разводе,3,F,0
0,358869.27922141034,59,среднее,1,женат / замужем,0,F,0
2,,34,среднее,1,женат / замужем,0,F,0
1,-894.4655244632414,43,СРЕДНЕЕ,1,женат / замужем,0,M,0
0,-1516.4277602981876,51,Среднее,1,женат / замужем,0,F,0
1,-488.6761992853992,41,среднее,1,в разводе,3,F,0
0,-7442.928233793691,48,высшее,0,женат / замужем,0,F,0
0,384341.81556523335,60,среднее,1,Не женат / не замужем,4,F,0
0,-2909.351718561962,50,среднее,1,Не женат / не замужем,4,F,0
0,-297.0802601317351,25,высшее,0,женат / замужем,0,F,0
0,-494.2029904181744,27,высшее,0,Не женат / не замужем,4,M,0
2,-5249.240290106585,35,среднее,1,Не женат / не замужем,4,F,1
0,374169.9034158073,66,Среднее,1,женат / замужем,0,F,0
0,-1432.942472266268,44,среднее,1,гражданский брак,1,F,0
1,,39,среднее,1,гражданский брак,1,F,0
0,-2147.0943313632943,44,среднее,1,в разводе,3,M,0
0,,38,высшее,0,женат / замужем,0,F,0
0,-1790.2146069936014,35,среднее,1,гражданский брак,1,M,0
0,-9973.979750576918,49,среднее,1,гражданский брак,1,F,0
0,401161.15825071634,55,среднее,1,Не женат / не замужем,4,F,0
0,-1015.515144241736,22,среднее,1,гражданский брак,1,M,0
0,-1338.5516647355855,54,среднее,1,женат / замужем,0,F,0
1,-547.5787883519594,56,СРЕДНЕЕ,1,вдовец / вдова,2,F,0
0,-1571.1104439163537,50,среднее,1,в разводе,3,F,0
0,340176.9545363804,62,среднее,1,женат / замужем,0,F,0
1,-187.37429869078,53,высшее,0,гражданский брак,1,F,0
